Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
37,Engineer,Low,Income generation,42108.27,53235.92,21872.05,9815.62,6931.78,817.95,5702.93,50000,Retired,60,approved,12056.43,0.939197835,0.10712359
64,Teacher,High,Speculation,46418.76,51568.48,17397.71,12953.2,5378.11,419.89,16939.28,41477.84,Unemployed,12,approved,4444.51,0.804309836,0.328474904
27,Engineer,Medium,Income generation,78557.61,29952.3,9089.24,2863.78,1974.74,82.16,1638.09,17178.99,Employed,12,approved,6225.46,0.573525788,0.054688131
35,Lawyer,High,Growth,60569.65,69193.69,20748.09,3744,12572.2,514.7,13176.84,50000,Unemployed,48,pending,17004.09,0.722598801,0.190431376
50,Student,Medium,Speculation,86214.97,100000,12611.29,18786.36,23434.45,733.57,7879.18,50000,Self-employed,36,approved,-6175.07,0.499995,0.078791012
21,Doctor,Low,Growth,119749.28,100000,46964.95,28237.69,18479.97,52.06,15437.79,34851.81,Unemployed,60,pending,18727.26,0.348514615,0.154376356
67,Doctor,High,Speculation,109630.28,100000,24888.27,5043.41,5784.4,756.97,12481.43,37516.26,Unemployed,48,pending,19844.86,0.375158848,0.124813052
34,Lawyer,Medium,Income generation,93074.18,38448.28,5217.09,10749.16,7760.96,2086.95,5733.93,50000,Self-employed,60,pending,-5532.07,1.300414468,0.149129711
42,Teacher,High,Wealth preservation,85627.43,46440.73,15107.83,5410.31,3204.7,579.69,4561.26,50000,Self-employed,48,approved,9697.52,1.076617947,0.098214688
83,Retiree,Low,Wealth preservation,47307.32,25905.53,8932.92,6675.8,3587.93,711.09,4127.51,50000,Unemployed,60,pending,2257.12,1.930015328,0.159323151
61,Lawyer,High,Wealth preservation,55071.25,50638.04,11550.86,12785.64,11218.49,744.82,5210.95,38152.66,Unemployed,48,pending,-1234.78,0.753423841,0.102903807
19,Engineer,Medium,Wealth preservation,106929.64,100000,36101.78,26895.5,8266.71,633.18,14676.42,50000,Self-employed,24,pending,9206.28,0.499995,0.146762732
54,Engineer,Medium,Growth,102302.25,100000,16830.55,13592.7,9164.5,1142.73,15532.17,15947.33,Self-employed,24,rejected,3237.85,0.159471705,0.155320147
73,Retiree,High,Income generation,83476.77,100000,39011.1,12866.46,13645.84,142.19,30615.97,50000,Employed,48,rejected,26144.64,0.499995,0.306156638
53,Teacher,High,Wealth preservation,58270.41,100000,34518.86,16404.14,20996.71,1510.39,19976.77,50000,Employed,24,approved,18114.72,0.499995,0.199765702
26,Artist,Low,Speculation,82452.96,100000,41185.9,24057.56,9936.19,2838.44,12035.88,50000,Self-employed,36,rejected,17128.34,0.499995,0.120357596
52,Engineer,High,Growth,63566.83,85249.21,15754.42,17319.05,18709.47,5491.64,23294.05,50000,Employed,48,approved,-1564.63,0.586508819,0.273243315
52,Lawyer,High,Income generation,63511.15,46340.94,16111.32,13630.7,10197.82,144.67,7769.33,15201.16,Self-employed,60,rejected,2480.62,0.328021658,0.167652239
77,Lawyer,High,Speculation,80280.94,100000,13673.9,27869.06,11414.56,1417.86,18230.61,50000,Employed,48,pending,-14195.16,0.499995,0.182304277
59,Retiree,Low,Speculation,59595.16,9488.74,4003.7,1143.02,1326.81,210.59,670.44,34453.22,Unemployed,48,approved,2860.68,3.630575759,0.070648932
38,Retiree,Medium,Wealth preservation,106734.33,41877.69,4242.6,9662.59,10075.62,1232.14,3756.1,50000,Employed,36,rejected,-5419.99,1.193924643,0.089690007
63,Engineer,Low,Speculation,110997.8,27252.39,8914.23,2217.85,3736.39,639.17,3356.04,50000,Retired,24,pending,6696.38,1.83463415,0.123142112
39,Engineer,Low,Speculation,21696.92,33036.11,12578.16,5819.45,2464.05,136.34,3708.18,5000,Employed,60,rejected,6758.71,0.151344957,0.112242869
46,Doctor,Low,Wealth preservation,86826.96,43590.47,13939.76,5486.92,5681.82,252.79,7541.02,50000,Unemployed,60,pending,8452.84,1.147013395,0.172993019
41,Artist,Medium,Speculation,63487.24,100000,21794.92,24059.43,11768.78,2185.35,16612.15,24560.35,Retired,48,pending,-2264.51,0.245601044,0.166119839
65,Retiree,Low,Speculation,30111.76,30285.76,7841.75,7497.11,6876.66,1842.76,3308.73,40232.04,Retired,24,approved,344.64,1.328370549,0.109246747
58,Retiree,Low,Income generation,96923.1,48594.95,9491.75,4491.29,4572.96,809.12,4030.4,16856.29,Employed,48,pending,5000.46,0.346866148,0.082936953
85,Teacher,Medium,Speculation,24459.06,37889.67,17804.1,4173.37,7558.54,1255.77,6513.76,20847.19,Retired,60,approved,13630.73,0.550193227,0.171909338
45,Student,Low,Wealth preservation,62939.82,47047.12,19737.36,12414.26,4556.89,23.79,8695.04,34280.61,Retired,48,approved,7323.1,0.728628689,0.184811635
67,Retiree,Low,Wealth preservation,86841.28,100000,31318.27,17871.66,18998.79,2871.55,6733.76,50000,Self-employed,60,approved,13446.61,0.499995,0.067336927
46,Engineer,Low,Growth,63488.85,29092.59,5509.93,7968.42,3536.78,718.29,5414.32,49829.91,Retired,48,approved,-2458.49,1.712745316,0.1861001
54,Retiree,Low,Income generation,103973.63,100000,16494.81,29258.84,24527.99,2573,10043.2,50000,Unemployed,24,approved,-12764.03,0.499995,0.100430996
60,Student,Medium,Income generation,37725.6,24415.83,5286.53,3261.84,3929.95,187.47,1227.32,50000,Unemployed,60,pending,2024.69,2.047767872,0.050265329
37,Teacher,Medium,Income generation,69497.47,100000,35539.74,12126.04,20120,1900.64,8959.57,9074.11,Unemployed,12,rejected,23413.7,0.090740193,0.089594804
58,Student,High,Wealth preservation,71290.83,55925.73,10633.43,3765.94,12426.15,1412.95,4750.16,50000,Self-employed,48,pending,6867.49,0.894026881,0.084935415
66,Teacher,Low,Wealth preservation,38890.45,51106.76,19578.78,14593.19,11427.98,2929.16,3881.05,34250.11,Unemployed,12,approved,4985.59,0.670154787,0.075938566
30,Artist,Low,Growth,90780.46,100000,35951.84,25258.27,22914.52,5570.78,14406.99,50000,Employed,24,approved,10693.57,0.499995,0.144068459
36,Engineer,High,Growth,45222.34,46930.44,13502.99,2697,7761.26,1960.7,16489.77,31709.43,Employed,24,rejected,10805.99,0.675654316,0.351358705
60,Doctor,Low,Wealth preservation,89533.51,56978.36,16316.68,13570.38,12852.71,2788.18,4695.05,50000,Unemployed,24,pending,2746.3,0.877510734,0.082399135
46,Teacher,High,Growth,88003.65,100000,14873.12,25456,8969.92,1727.73,26136.82,50000,Unemployed,12,approved,-10582.88,0.499995,0.261365586
37,Doctor,Low,Income generation,56638.29,100000,46761.87,6184.78,15741.83,1831.4,19468.55,50000,Self-employed,24,pending,40577.09,0.499995,0.194683553
74,Retiree,High,Speculation,76248.62,95681.45,22080.52,5124.94,19501.52,1953.35,23553.77,50000,Unemployed,60,pending,16955.58,0.52256187,0.246166042
25,Engineer,Medium,Growth,98622.37,100000,46151.02,27831.76,9993.74,674.55,18191.37,50000,Employed,48,approved,18319.26,0.499995,0.181911881
36,Retiree,High,Wealth preservation,58831.57,52378.96,21402.24,14559.56,7439.19,773.49,6264.72,50000,Self-employed,24,rejected,6842.68,0.954563539,0.119601466
57,Student,High,Income generation,74958.45,80365.28,14721.95,4069.03,9786.27,446.96,19311.57,17601.41,Unemployed,12,pending,10652.92,0.219014865,0.240294437
72,Artist,Medium,Growth,75061.05,67604.74,10343.83,17585.7,9552.21,2662.35,3904.8,50000,Unemployed,48,approved,-7241.87,0.739582172,0.057758409
39,Student,High,Wealth preservation,24173.57,28252.8,6242.59,3523.76,6474.39,1547.29,8287.56,5517.12,Employed,24,approved,2718.83,0.195270017,0.2933255
41,Engineer,Low,Growth,74837.98,100000,30563.84,12075.78,10429.73,2794.24,12991.43,50000,Retired,48,approved,18488.06,0.499995,0.129913001
27,Doctor,Low,Growth,48698.88,46141.86,19335.6,4186.1,3268.01,140.81,3811.87,50000,Self-employed,60,approved,15149.5,1.083591264,0.082610181
27,Teacher,Low,Speculation,18212.27,10513.43,2738.27,1051.6,2434.87,168.77,1486.24,5000,Retired,24,pending,1686.67,0.475536953,0.141352408
43,Engineer,High,Income generation,86140.76,18949.69,2358.13,5229.83,3045.65,437.89,5547.41,50000,Retired,24,pending,-2871.7,2.638426358,0.292728655
27,Lawyer,Low,Income generation,80395.38,100000,17854.9,17136.07,17565.4,2538.42,9409.35,50000,Retired,12,approved,718.83,0.499995,0.094092559
28,Student,High,Growth,55938.1,43077.33,10845.76,3191.91,6988.08,1361.31,16226.87,50000,Unemployed,24,approved,7653.85,1.160676377,0.376682894
60,Teacher,Low,Growth,82339.41,8433.56,3313.3,2293.72,1344.29,165.18,514.14,50000,Employed,60,approved,1019.58,5.927991502,0.060956351
52,Artist,High,Wealth preservation,84289.83,82810.29,23396.3,10255.23,8629.67,2362.85,20259.45,50000,Self-employed,48,approved,13141.07,0.603782407,0.24464599
51,Student,Medium,Growth,129590.79,100000,33466.51,23283.76,14221.68,352.19,14223.58,50000,Unemployed,12,rejected,10182.75,0.499995,0.142234378
85,Teacher,Low,Income generation,22714.52,24325.87,10089.85,2922.13,2822.62,167.71,1348.54,11152.13,Unemployed,12,rejected,7167.72,0.458428478,0.055434176
62,Doctor,Medium,Growth,87278.37,100000,27372.01,19977.45,14075.59,1253.4,5540.03,29239.57,Self-employed,12,pending,7394.56,0.292392776,0.055399746
75,Lawyer,High,Income generation,90259.79,100000,19943.76,14981.12,10735.29,1477.39,11226.13,24397.92,Employed,12,pending,4962.64,0.24397676,0.112260177
26,Teacher,Low,Growth,80577.08,61345.8,19790.98,10963.08,3859.54,269.57,9924.33,50000,Retired,24,pending,8827.9,0.815038437,0.161774208
59,Doctor,Medium,Speculation,100522.7,100000,28951.44,27510.68,20370.54,3847,15278.46,50000,Retired,12,rejected,1440.76,0.499995,0.152783072
63,Artist,High,Speculation,51870.14,11718.35,4516.56,2589.47,1672.04,481.63,839.79,50000,Unemployed,60,pending,1927.09,4.266448225,0.071658411
35,Lawyer,High,Wealth preservation,48331.74,14789.25,3976.8,2341.8,2578.14,282.95,5234.98,36979.49,Employed,60,approved,1635,2.500261321,0.35394804
68,Lawyer,Medium,Wealth preservation,104363.56,100000,11427.22,21908.07,11078.83,2668.44,15878.54,50000,Employed,24,pending,-10480.85,0.499995,0.158783812
70,Student,High,Growth,137715.25,15927.75,5168.79,4040.58,3877.93,113.74,2916.51,50000,Self-employed,60,approved,1128.21,3.138978263,0.18309723
50,Doctor,Low,Speculation,77511.68,37060.28,9100.51,10485.88,4105.97,358.66,2429.42,50000,Self-employed,60,pending,-1385.37,1.349116922,0.065551433
85,Retiree,Low,Growth,93981.01,100000,14087.54,21370.52,14023.99,2892.02,5914.32,50000,Self-employed,12,pending,-7282.98,0.499995,0.059142609
45,Lawyer,High,Wealth preservation,24190.65,34564.24,7012.16,6788.37,2716.92,130.96,12584.85,30763.55,Employed,24,approved,223.79,0.890014072,0.364089762
85,Doctor,High,Income generation,59303.55,30237.64,8635.35,1973.43,3101.57,714.91,8714.33,32658.4,Retired,60,approved,6661.92,1.080022117,0.288185249
79,Teacher,High,Speculation,15603.12,9628.65,2701.68,573.93,1806.75,436.23,1013.53,12521.61,Retired,24,rejected,2127.75,1.300318288,0.10525097
59,Student,Low,Growth,45047.35,56682.01,6011.16,3805.39,2937.62,870.38,8960.69,19050.23,Self-employed,24,rejected,2205.77,0.336083599,0.15808423
23,Teacher,Medium,Growth,55779.65,65311.28,16991.5,9164.19,5735.19,1146.75,9507.42,9163.87,Unemployed,24,rejected,7827.31,0.14030853,0.145568643
48,Lawyer,Medium,Income generation,83426.92,100000,40477.66,15633.98,13111.53,3803.03,14947.71,40628.78,Employed,36,rejected,24843.68,0.406283737,0.149475605
81,Engineer,Medium,Income generation,51807.37,66918.26,24889.38,13871.5,5786.47,1475.03,7612.4,15066.43,Unemployed,24,pending,11017.88,0.225143404,0.113754994
66,Doctor,High,Growth,31024.72,17486.61,4582.09,4701.53,1838.7,403.32,3235.2,19248.57,Self-employed,48,approved,-119.44,1.10069758,0.184999551
35,Student,High,Speculation,82689.33,42781.9,11868.63,5826.23,2331.01,195.98,6629.98,50000,Unemployed,12,pending,6042.4,1.168691229,0.15496799
42,Lawyer,High,Growth,107676.93,100000,46189.68,25583.65,20574.75,2043.94,34089.11,34901.49,Retired,60,rejected,20606.03,0.34901141,0.340887691
65,Doctor,Low,Wealth preservation,101206.77,21031.79,8165.34,2101.77,3489.28,238.3,2672.97,21986.7,Self-employed,24,approved,6063.57,1.04535347,0.12708585
77,Doctor,High,Speculation,48148.98,26831.5,6539.65,3633.78,1650.14,73.97,9288.05,22072.94,Retired,48,approved,2905.87,0.822619584,0.346149259
37,Retiree,High,Wealth preservation,90649.74,90321.8,40138.66,8060.85,16925.94,297.24,13048.08,21602.59,Unemployed,36,rejected,32077.81,0.239170951,0.144460535
70,Student,Medium,Income generation,78588.59,53277.76,8959.22,5360.88,9660.16,583.69,8264.2,50000,Self-employed,48,pending,3598.34,0.938460279,0.155112469
47,Teacher,High,Wealth preservation,26175.57,23929.82,5990.28,4485.84,2496.98,33.81,1881.65,12201.12,Self-employed,60,pending,1504.44,0.509849642,0.078628731
79,Teacher,Low,Income generation,94265.88,35003.15,12749.82,4242.25,6228.22,1153.77,5785.16,50000,Unemployed,12,rejected,8507.57,1.428402061,0.165270689
76,Artist,High,Speculation,83489.04,61885.63,26648.83,4448.31,10234.26,559.52,20085.77,50000,Self-employed,36,approved,22200.52,0.80792895,0.324557501
80,Lawyer,High,Speculation,63618.44,17004.26,5013.5,4220.27,3128.47,546.94,3848.98,34639.84,Employed,60,approved,793.23,2.037007373,0.226340556
36,Student,High,Growth,119848.93,100000,20619.64,7872.36,24053.06,3851.74,28769.32,50000,Unemployed,36,pending,12747.28,0.499995,0.287690323
72,Teacher,Low,Speculation,57483.17,63617.9,25281.77,9003.81,14157.8,1417.25,6406.87,35969.19,Self-employed,24,rejected,16277.96,0.565385286,0.100707023
76,Artist,Low,Speculation,60940.89,21720.61,5864.45,2119.1,4238.88,959.65,3302.26,50000,Employed,60,approved,3745.35,2.301855157,0.152026484
29,Artist,Low,Wealth preservation,52965.41,9472.63,2898.14,924.61,1602.47,109.16,961.08,50000,Self-employed,48,approved,1973.53,5.277807979,0.101447914
26,Retiree,High,Growth,36500.27,23813.61,11634.66,1847.14,3299.25,722.97,6892.73,50000,Unemployed,24,rejected,9787.52,2.099551494,0.289432831
30,Student,Low,Speculation,92674.18,100000,16477.35,5131.19,22246.46,124.05,5479.37,50000,Retired,24,pending,11346.16,0.499995,0.054793152
77,Engineer,Medium,Income generation,69885.53,31540.97,15342.49,1752.92,1868.87,295.9,4641.7,50000,Unemployed,12,approved,13589.57,1.585189511,0.147159483
41,Lawyer,Medium,Wealth preservation,79700.38,40050.54,13260.96,5263.11,5290.1,1416.72,7029.75,17140.61,Retired,48,pending,7997.85,0.427963819,0.175517596
83,Retiree,High,Growth,7756.05,11809.07,2127.16,3414.91,2052.17,137.66,1098.65,5239.85,Retired,48,rejected,-1287.75,0.443676456,0.093026544
35,Artist,Medium,Speculation,61867.2,59067.76,28215.39,7252.74,11505.76,2282.69,7191.4,45170.11,Employed,36,pending,20962.65,0.764703881,0.12174625
66,Teacher,High,Wealth preservation,32794.11,47136.74,13187.4,8179.61,4879.59,1446.73,12461.21,14495.72,Self-employed,48,approved,5007.79,0.307518349,0.264357392
46,Teacher,Low,Speculation,90533.71,89879.66,35891.62,10025.33,11873.08,1155.24,15482.98,50000,Employed,12,pending,25866.29,0.5562932,0.17226153
27,Teacher,High,Growth,79819.59,100000,26342.11,10146.86,15509.12,132.05,38220.22,50000,Self-employed,36,pending,16195.25,0.499995,0.382198378
45,Lawyer,Low,Growth,83497.02,9111.65,3634.77,2011.27,1298.67,260.21,484.76,10310.01,Unemployed,12,approved,1623.5,1.131395368,0.053196381
61,Artist,Medium,Growth,122031.81,95272.85,16460.29,10363.48,6734.55,950.77,11978.17,50000,Retired,48,approved,6096.81,0.524802976,0.125723585
60,Teacher,High,Wealth preservation,73713.45,47888.23,16378.1,10377.21,6813.85,505.38,6675.04,50000,Employed,60,rejected,6000.89,1.04407609,0.139384993
23,Retiree,Medium,Growth,54767.09,88970.47,19562.63,6458.26,16908.09,1819.19,6965.76,50000,Self-employed,36,rejected,13104.37,0.561977901,0.078292064
41,Doctor,Medium,Wealth preservation,106409.68,100000,39486.01,10356.6,13048.7,577.91,14980.37,50000,Employed,12,rejected,29129.41,0.499995,0.149802202
78,Lawyer,Medium,Speculation,95941.08,100000,29568.61,29534.38,15930.89,3583.36,5669.07,50000,Retired,12,approved,34.23,0.499995,0.056690133
66,Student,Medium,Growth,149284.02,100000,13801.42,27614.26,16216.3,4000.02,16557.71,50000,Unemployed,12,approved,-13812.84,0.499995,0.165575444
65,Engineer,Low,Growth,89232.1,100000,14761.58,10404.07,18931.02,615.38,8413.06,50000,Employed,36,pending,4357.51,0.499995,0.084129759
36,Doctor,Low,Speculation,102868.07,12571.87,3811.47,3404.18,1432.39,284.31,1404.66,50000,Employed,60,approved,407.29,3.976816749,0.111721508
55,Doctor,High,Growth,50326.93,94505.93,31573.8,25955.71,8196.05,262.93,18475.11,26025.39,Self-employed,36,rejected,5618.09,0.275380758,0.195489474
43,Engineer,High,Growth,55449.16,47749.16,16441.92,10157.41,8919.21,2283.86,12347.21,50000,Employed,24,approved,6284.51,1.04711691,0.258579448
77,Lawyer,Low,Speculation,50257.84,88853.76,8987.21,16325.74,14699.4,4265.15,13818.12,50000,Employed,12,approved,-7338.53,0.562716055,0.155513559
50,Student,High,Growth,106167.13,65068.67,9325.77,19163.44,6630.21,1739.09,24622.41,11598.5,Retired,36,approved,-9837.67,0.178247408,0.37840072
58,Doctor,High,Speculation,70883.01,1000,343.31,94.6,175.5,40.73,267.08,5000,Retired,48,approved,248.71,4.995004995,0.266813187
60,Doctor,High,Wealth preservation,70883.01,1000,140.22,91.71,219.95,57.73,309.89,5000,Unemployed,12,approved,48.51,4.995004995,0.30958042
49,Artist,Medium,Growth,112081.34,100000,33953.2,15466.4,23865.56,3292.75,6351.93,50000,Employed,36,approved,18486.8,0.499995,0.063518665
24,Doctor,Medium,Wealth preservation,52915.02,94068.19,30992.55,12255.51,19236.25,5723.81,9177.06,16052.3,Self-employed,60,approved,18737.04,0.170643544,0.09755649
65,Artist,Medium,Income generation,65334.42,51731.91,10823.13,13206.4,10234.13,2356.95,6984.26,49734.09,Retired,36,approved,-2383.27,0.961362699,0.135006131
46,Student,Medium,Income generation,65027.62,100000,13264.08,19714.51,24937.94,1891.6,14380.71,11811.28,Self-employed,60,pending,-6450.43,0.118111619,0.143805662
74,Lawyer,Medium,Wealth preservation,101406.2,70755.53,31103.46,3549.55,12752.87,1154.24,11667.97,50000,Retired,12,pending,27553.91,0.70664856,0.164903084
30,Artist,Low,Growth,100440.05,100000,46272.28,23438.81,5194.5,215.13,10486.59,50000,Retired,12,rejected,22833.47,0.499995,0.104864851
31,Lawyer,Low,Wealth preservation,72596.34,73189.99,16756.73,21108.92,11701.49,371.51,12816,50000,Unemployed,24,approved,-4352.19,0.683144196,0.17510352
50,Teacher,High,Wealth preservation,80535.39,19387.04,3434.79,1952.48,4098.16,589.63,1418.9,50000,Retired,48,approved,1482.31,2.578909472,0.073184293
21,Doctor,Medium,Speculation,63145.85,100000,15228.82,29523.28,10286.41,1480.53,6538.39,11004.56,Self-employed,60,pending,-14294.46,0.1100445,0.065383246
18,Teacher,Low,Income generation,67964.28,88364.16,16382.57,12375.54,8658.35,312.88,7296.89,50000,Retired,48,approved,4007.03,0.565833865,0.082576549
54,Engineer,High,Income generation,5618.77,1000,252.78,59.27,94.58,20.32,363.92,7712.03,Employed,36,approved,193.51,7.704325674,0.363556444
39,Student,Low,Speculation,43488.14,36438.9,8746.91,8835.42,8143.7,1125.69,6520.21,15262.44,Employed,60,rejected,-88.51,0.418838691,0.178930513
27,Teacher,Medium,Growth,51560.17,52214.57,16537.72,5972.38,11700.31,828.46,4305.52,50000,Self-employed,12,pending,10565.34,0.957568786,0.082456631
